item_length,item_width
7.0084028560821405,4.91212041127444
5.9597523490545425,5.5434731069894765
5.635383098765426,4.196095316138655
4.892647470617893,5.576644444064635
6.995468045265494,6.3933296267919655
5.8489221609236965,5.897687732342316
4.48690839734571,7.829163932970908
7.556877916463644,6.180935964788383
6.8548187472306825,5.812840496010322
5.342577722935206,6.1512575636859825
4.883477522019207,5.193709399631547
6.925514704712772,6.12932059534916
6.076582092356597,6.2912873688790985
6.209011232713431,6.375075448663651
4.871734970732495,5.770906416969308
4.6858826198205525,5.672660330078082
6.135735532026267,6.414309041305361
6.080392871703129,4.896854035562559
6.189633148514368,6.169812580763217
5.8906563423684695,4.286485236903308
6.623068960201647,5.908543622778101
5.901265035071884,4.94722002039491
6.121470000606897,5.082782654400281
6.224090434244636,5.833840431954481
5.999395340835536,6.841270767176166
6.463320335406822,5.087920226149607
6.409372021207185,6.3291652253171495
6.449304887512617,6.958559746931325
4.900437112473588,6.359975601633147
5.344817188223933,5.7883573692924655
6.010482806168443,5.662195568410051
6.792328126838408,6.0154352185136855
5.489661910292091,6.0731700592706215
6.032278876164794,6.511355136886575
7.266496440989433,6.0859836148730215
6.069489757135228,4.803166138638697
5.287958781327112,4.2970923654510385
5.242990126020912,6.240940491552621
4.7451822327072755,6.237868039438918
6.889863304096173,3.6664195543935936
6.089147215442197,6.100874655800781
5.6362556793249015,6.569873718940976
6.064650164264755,4.937067952305396
4.327439654840898,6.2064312650021325
5.9410069636125815,6.368128752785593
2.6799627678521603,2.7782314903457213
0.11770205905798292,2.351148710456858
0.4554739380289119,1.7745766163638272
5.719343085480398,4.76103535815534
4.5109830311493715,5.6018287882888576
3.724475821694764,0.8004862266644555
3.849033700707624,2.9849480575920886
4.417223813778382,2.476043750109188
3.2083150383088506,3.7462462315884033
1.252213251413571,3.083772461810213
0.4634727411192472,3.951188919777357
3.4134494791126917,0.5924481846413796
